Restaurant Name,Address,Predictions
B&B Ristorante,3355 Las Vegas Blvd S,Fail
Roberto's Taco Shop,1414 N Eastern Ave,Fail
Roberto's Taco Shop,"840 S Rancho Dr, Ste 8",Fail
Buffet At Asia,2380 S Rainbow Blvd,Fail
El Gordito,5815 W Tropicana,Fail
Viva Salsa,1301 W Sunset Rd,Fail
Carmine's Pizza Kitchen,2520 W Horizon Ridge Pkwy,Fail
La Casona Bar & Grill,2600 E Flamingo Rd,Fail
New York Chinese Restaurant,"3545 S Fort Apache Rd, Ste 110",Fail
Los Huicholes,"546 N Eastern Ave, Ste 100",Fail
Rice To-Go,"4840 Spring Mountain Rd, Ste 1",Fail
Novecento Pizzeria,"5705 Centennial Center Blvd, Ste 170",Fail
Polaris Street Cafe,3635 Polaris Ave,Fail
Jay's Market On Flamingo,190 E Flamingo Rd,Fail
Norm's Diner,"3945 S Durango Dr, Ste A1",Fail
Kaizen Fusion Roll and Sushi,"4480 S Paradise Rd, Ste 900",Fail
Brothers Italian Bistro,7121 W Craig Rd,Fail
Maestro's Pizzeria,3230 E Flamingo Rd,Fail
Roberto's Taco Shop,4604 E Sunset Rd,Fail
The Noodle Man,"6870 S Rainbow Blvd, Ste 101",Fail
Joe Philly's Pizza,"6400 S Eastern Ave, Ste 25",Fail
Evel Pie,508 Fremont St,Fail
The Rockhouse,"3355 S Las Vegas Blvd, Ste 3200",Fail
McDonald's,7200 Arroyo Crossing Pkwy,Fail
Santa Fe Station Hotel & Casino,4949 N Rancho Dr,Pass
Port of Subs,"3720 E Sunset Rd, Ste 111",Pass
Marco's Pizza,8795 W Warm Springs Rd,Pass
Fabulous Freddy's,4350 S Durango Dr,Pass
Karaoke Q Studio,"3400 S Jones Blvd, Ste 11",Pass
Panda Express,2001 E Cheyenne Ave,Pass
Subway,"40 N Valle Verde Dr, Ste 100",Pass
Pizza Hut,"2797 S. Maryland Pkwy., #30",Pass
Fresh & Easy,9475 W Desert Inn Rd,Pass
Subway,3680 W Tropicana Ave,Pass
EDO Gastro Tapas & Wine,"3400 S Jones Blvd, Ste 11A",Pass
Sunset & Vines,40 Costa Di Lago,Pass
Golden Nugget,129 E Fremont St,Pass
America,3790 Las Vegas Blvd S,Pass
Starbucks,2211 N Rampart Blvd,Pass
Tacos La Mexicana,"3555 S Durango Dr, Ste B101",Pass
Gordon Ramsay Fish & Chips,3545 Las Vegas Blvd S,Pass
Bacon Boys,3850 E Desert Inn Rd,Pass
Cardenas Market,4500 E Tropicana Ave,Pass
Kung Pao Wok,805 S Grand Central Pkwy,Pass
Bubba Gump Shrimp,"3717 Las Vegas Blvd S, Ste 2 Q",Pass
Outback Steakhouse,2625 W Craig Rd,Pass
The Habit Burger Grill,365 Hughes Ctr Dr,Pass
Cicis,"309 N Nellis Blvd, Ste 120",Pass
Carl's Jr Restaurants,4815 Spring Mountain Rd,Pass
Wendy's,844 N Rancho Dr,Pass
McDonald's,6480 S Durango,Pass
Philly Cheesesteak Factory,6115 S Pecos Rd,Pass
The Palazzo Las Vegas,3325 South Las Vegas Boulevard,Pass
Sonic Drive-In,5085 E Tropicana Blvd,Pass
Starbucks,4949 N Rancho Rd,Pass
Papa John's Pizza,5060 Boulder Hwy,Pass
The Sand Dollar Lounge,"3355 Spring Mountain Rd, Ste 30",Pass
Border Food Juarez-El Paso,412 N Eastern Ave,Pass
Mulligan's Border Bar & Grill,1235 E Pebble Rd,Pass
McDonald's,1343 Silverado Ranch,Pass
Capriotti's Sandwich Shop,322 W. Sahara,Pass
Circle K,3285 S Nellis Blvd,Pass
McDonald's,6915 Blue Diamond Rd,Pass
Elevated Juice,"7703 N El Capitan Way, Ste 140",Pass
Lotus of Siam,953 E Sahara Ave,Pass
Firehouse Subs,"7290 W Lake Mead Blvd, Ste 100",Pass
Sultan's Grill,"1910 Village Center Cir, Ste 7",Pass
Capriotti's Sandwich Shop,1311 W Craig Rd,Pass
Green Valley Grocery #31,4620 E Flamingo Rd,Pass
McDonald's,1 S Main St,Pass
Wet Republic Ultra Pool,3799 Las Vegas Blvd S,Pass
Longhorn Hotel & Casino,5288 Boulder Hwy,Pass
Chipotle Mexican Grill,"9240 W Sahara Ave, Ste 150",Pass
Domino's Pizza,10710 S Eastern Ave,Pass
Wienerschnitzel,2071 Rock Springs Dr,Pass
Subway,"2375 E Tropicana Ave, Ste G",Pass
Sonio's Cafe,"3900 W Charleston Blvd, Ste 120",Pass
P.F. Chang's,4165 S Paradise Rd,Pass
Cicis,4445 W Charleston Blvd,Pass
Church's Chicken,4880 Spring Mountain Rd,Pass
Arby's,1940 Rock Springs Dr,Pass
Papa John's Pizza,"75 S Valle Verde Dr, Ste 220",Pass
Ben & Jerry's,3411 Las Vegas Blvd S,Pass
In-N-Out Burger,2900 W Sahara Ave,Pass
Dunkin' Donuts,"7430 S Las Vegas Blvd, Ste 100",Pass
Panevino Italian Grille,246 Via Antonio Ave,Pass
Long John Silver's,2207 E Windmill Ln,Pass
Terrible Herbst,6176 Las Vegas Blvd S,Pass
Roberto's Taco Shop,3102 Las Vegas Blvd N,Pass
McDonald's,3500 E Bonanza,Pass
Doña Maria Tamales Restaurant,910 Las Vegas Blvd S,Pass
El Pollo Loco,10585 S Eastern Ave,Pass
Wetzel's Pretzels,6464 N. Decatur Blvd.,Pass
Rebel 43,1100 S Rainbow Blvd,Pass
Charlie's Bar,4420 S Durango Dr,Pass
Mad Matty's Bar & Grille,8100 W Sahara Ave,Pass
Backstage Deli,3900 Las Vegas Blvd S,Pass
HUMMUS,"10895 S Eastern Ave, Ste 100",Pass
Hungry Howie's Pizza,6365 Simmons St,Pass
The Edge of Town,10490 W Cheyenne Ave,Pass
Pizza Company,2275 E Sunset Rd,Pass
Buca di Beppo Italian Restaurant,7690 W Lake Mead Blvd,Pass
Lee's Discount Liquor,4427 E Sunset Rd,Pass
Straight From Philly,65 W Lake Mead Pkwy,Pass
Robertos Taco Shop,5117 W Charleston,Pass
Le Macaron Venetian,"3377 S Las Vegas Blvd, Unit 2353",Pass
Lee's Discount Liquor,"8785 W Warm Springs Rd, Ste 102",Pass
McDonald's,1601 W Charleston Blvd,Pass
Fresh Kabob,"1405 E Sunset Rd, Ste 130",Pass
Infused Tea Lounge,"5105 S Ft Apache, Ste 110",Pass
Rick's Rollin Smoke BBQ & Tavern,"725 Las Vegas Blvd S, Ste 110",Pass
Jack In the Box,4866 S Maryland Pkwy,Pass
McDonald's,2851 W Washington,Pass
Shake Shack,"905 S Grand Central Pkwy, Ste 1700",Pass
Capriotti's Sandwich Shop,"4835 S Fort Apache, Ste K",Pass
Happy's Pizza,300 W Lake Mead Blvd,Pass
Papa John's Pizza,"5045 W Tropicana Ave, Ste 101",Pass
CJ's Italian Ice & Custard,3555 S Durango Dr,Pass
Quiznos Subs,"7331 W Lake Mead Blvd, Ste 106",Pass
Flame Kabob,"4440 S Maryland Pkwy, Ste 109",Pass
Gelato Bar,3849 Spring Mountain Rd,Pass
Bonito Michoacan,3715 S Decatur Blvd,Pass
Wienerschnitzel,6075 South Rainbow Blvd,Pass
Ricardo's Mexican Restaurant,4930 W Flamingo Rd,Pass
Shell - Green Valley Grocery,4799 W Lone Mountain Rd,Pass
Sam's Club,2650 East Craig Road,Pass
Remedy's Tavern,530 Conestoga Way,Pass
Dunkin' Donuts,"171 N Gibson Rd, Ste 100",Pass
Hamburger Hut 'N' Market,2512 E Cheyenne Ave,Pass
Above the Crust,7810 W Ann Rd,Pass
Sevens Steakhouse,4100 Paradise Rd,Pass
McDonald's,9415 W Tropicana,Pass
Groundswell Tabletop Game Cafe,"9730 W Tropicana Ave, Ste 130",Pass
Trop Stop Gas & Car Wash,4885 W Tropicana Ave,Pass
McDonald's,10290 W Charleston Blvd,Pass
Newport Cafe,2711 E Sahara Ave,Pass
Fresh & Easy,3220 S. Nellis Blvd,Pass
Applebee's Grill + Bar,4605 W Charleston Blvd,Pass
Great Harvest Bread Company,"10180 W Tropicana Ave, Ste 131",Pass
IHOP,4860 Boulder Hwy,Pass
Marble Slab Creamery,"2546 E Craig Rd, Ste 120",Pass
Napoli Pizza,1275 W Warm Springs Rd,Pass
McDonald's,3020 Edesert Inn Rd,Pass
The Landings,"3500 Executive Terminal Dr, Ste 200",Pass
Chickpeas Mediterranean Café,"6375 S Rainbow Blvd, Ste 101",Pass
Capriotti's Sandwich Shop,11350 Southern Highlands Pkwy,Pass
Greek Bistro,565 Marks St,Pass
Rachel's Kitchen,9691 Trailwood Dr,Pass
Snack Nook,3411 Las Vegas Blvd,Pass
Paymon's Mediterranean Cafe & Lounge,8955 S Eastern Ave,Pass
Starbucks,"1380 W. Cheyenne, G101",Pass
Venetian Race & Sports,3355 Las Vegas Blvd S,Pass
Shake Shack,3780 S Las Vegas Blvd,Pass
Pt's Pub,2875 S Nellis Blvd,Pass
Fred's Tavern,4680 S Decatur Blvd,Pass
AUNTY HELEN'S KITCHEN,6235 S Pecos Rd,Pass
Venetian Gold Lounge,3355 S Las Vegas Blvd,Pass
McDonald's,5811 E Charleston Blvd,Pass
Royal Hookah Lounge,"1405 E Sunset Rd, Ste 200",Pass
PT's Gold,1383 E Silverado Ranch Rd,Pass
Starbucks,3770 Las Vegas Blvd S,Pass
595 Craft And Kitchen,"4950 S Rainbow Blvd, Ste 100",Pass
Seafood City Supermarket,"10405 S Eastern Ave, Ste 100",Pass
Pt's Pub,"1331 S Boulder Hwy, Ste 100",Pass
Mr D's Sportsbar & Grill,1810 S Rainbow Blvd,Pass
El Pollo Loco,7380 W Cheyenne Ave,Pass
Gorilla Cafe,"1801 E Tropicana Ave, Ste 10",Pass
Panda Express,641 Marks St,Pass
The Coffee House & Sweet Buttercupcakes,117 S Water St,Pass
Starbucks,"6365 S. Rainbow Blvd., #100",Pass
Ben & Jerry's,1301 W Sunset Rd,Pass
Zuma Las Vegas,3708 S Las Vegas Blvd,Pass
Montana Meat Company - Durango,9135 S Durango,Pass
Glazier's Food Marketplace,8525 W Warm Springs Rd,Pass
Calico Jack's Saloon,8200 W Charleston Blvd,Pass
Neonopolis,450 Fremont St,Pass
Table 34,"600 E Warm Springs Rd, Ste 180",Pass
Carl's Jr,3481 S Durango Dr,Pass
Sonic Drive-In,6455 W Sahara Ave,Pass
Quality Mobile Food Service,29 N 30th St,Pass
Gogo Poke LV,"3200 S Las Vegas Blvd, Ste K1850",Pass
The Habit Burger Grill,6482 N Decatur Blvd,Pass
Carnaval Court Bar & Grill,3475 Las Vegas Blvd S,Pass
Dunkin' Donuts,6595 N Hollywood Blvd,Pass
The Habit Burger Grill,"4830 Blue Diamond Rd, Ste 130",Pass
Domino's Pizza,5355 S Decatur Blvd,Pass
McDonald's,5111 Boulder Hwy,Pass
Babystacks Cafe,"8090 Blue Diamond Rd, Ste 170",Pass
Gyro Time Restaurant,7660 W Cheyenne Ave,Pass
Starbucks,"661 Marks Street, #A",Pass
Carl's Jr,2035 E Charleston Blvd,Pass
Roberto's Taco Shop,6475 S Pecos Rd,Pass
Jamba Juice,"1500 N Green Valley Pkwy, Ste 240",Pass
Roberto's Taco Shop,"72 W Horizon Ridge Pkwy, Ste B-150",Pass
Sweet Tomatoes,375 N Stephanie St,Pass
Freed's Bakery,9815 S Eastern Ave,Pass
Savor the Buffet,3801 S Las Vegas Blvd,Pass
La Rumba Night Club,"4225 E Sahara Ave, Ste17",Pass
Subway,1300 S Lamb Blvd,Pass
Cafe Breizh,"3555 S Fort Apache Rd, Ste 141",Pass
Krayvings,"11770 W Charleston Blvd, Ste 150",Pass
The Cracked Egg,"5570 Painted Mirage, Ste 140",Pass
John's Incredible Pizza Company,3700 S Maryland Pkwy,Pass
Bowlology,"4680 Maryland Pkwy, Ste 102",Pass
Windy City Beefs N Dogs,"7500 W Lake Mead Blvd, Ste 10",Pass
Quiznos,730 E Flamingo Rd,Pass
Starbucks,9880 S. Maryland Parkway,Pass
Satay Thai Bistro & Bar,"3900 Paradise Rd, Ste N",Pass
Popped,"9480 S Eastern Ave, Ste 110",Pass
The Lodge Tenaya,5717 Sky Pointe Dr,Pass
Brooksy's Bar & Grill,"9295 W Flamingo Rd, Ste 100",Pass
Capriotti's Sandwich Shop,2620 Nature Park Dr,Pass
Skyline Restaurant & Casino,1741 N Boulder Hwy,Pass
Firehouse Subs,"9921 W Charleston Blvd, Ste 4",Pass
Sonic Drive-In,7245 S Durango Dr,Pass
Pinkberry,740 S. Rampart,Pass
Killer Shrimp,"6605 S Las Vegas Blvd, Ste 145A",Pass
California Pizza Kitchen,6605 Las Vegas Blvd S,Pass
Firehouse Subs,"2208 S Nellis Blvd, Ste 7",Pass
Tacos El Gordo,1724 E Charleston Blvd,Pass
Rollin Smoke Barbeque,"3185 S Highland Dr, Ste 2",Pass
Buca di Beppo Italian Restaurant,412 E Flamingo Rd,Pass
Carvel Ice Cream,5715 S Eastern Ave,Pass
Dispensary Lounge,2451 E Tropicana Ave,Pass
German Bread Bakery,9255 S Eastern Ave,Pass
QDOBA Mexican Eats,"175 N Stephanie St, Ste 100",Pass
ZiKiZ,"8520 Blue Diamond Rd, Ste 230",Pass
Starbucks,575 College Dr,Pass
Magoo's,3234 N Decatur Blvd,Pass
No Regrets Bar,"8349 W Sunset Rd, Ste 150",Pass
Albertsons,190 N Boulder Hwy,Pass
Free Zone,610 E Naples Dr,Pass
Mario's Westside Market,1960 N Martin L King Blvd,Pass
Island Time Tiki Bar,3641 Las Vegas Blvd S,Pass
Tipsy Coffee House,"6496 Medical Center St, Ste 102",Pass
Fresh & Easy,9350 W Lake Mead Blvd,Pass
Buffalo Wild Wings,"7345 S Durango Dr, Ste 118-121",Pass
CliQue,3708 S Las Vegas Blvd,Pass
Murphy Express,3742 W Ann Rd,Pass
Jack In the Box,2301 S Fort Apache Rd,Pass
Gianna's Pizza,"3620 W Sahara Ave, Ste W4",Pass
Tail and Fin,"9845 S Maryland Pkwy, Ste B",Pass
Starbucks,"2810 Bicentennial Parkway, #100",Pass
Blue Hawk Tavern,11997 Las Vegas Blvd S,Pass
Wienerschnitzel,4680 East Flamingo,Pass
Capriotti's Sandwich Shop,"7540 Oso Blanca Rd, Ste  100",Pass
Fancy Fine European Bakery,420 S Rampart Blvd,Pass
Rachel's Kitchen,1340 W Warm Springs Rd,Pass
Gyro Time Restaurant,5239 W Charleston Blvd,Pass
Silver Nugget Steak House,2140 Las Vegas Blvd N,Pass
El Pollo Loco,440 E Silverado Ranch Blvd,Pass
Aces & Ales,"2801 N Tenaya Way, Ste A",Pass
Panda Express,"5130 S Fort Apache Rd, Ste 215",Pass
Karma Ultra Lounge,"5900 W Charleston Blvd, Ste 8",Pass
Morimoto,3799 Las Vegas Blvd S,Pass
Blue Iguana Mexican Express,2880 S Las Vegas Blvd,Pass
Fluff Ice,"325 N Nellis Blvd, Ste 110",Pass
Panda Express,"4720 Blue Diamond Rd, Ste 1040",Pass
El Super,1255 S Lamb Blvd,Pass
Firehouse Subs,"6171 N Decatur, Ste 170",Pass
Capriotti's Sandwich Shop,"7440 W Cheyenne, Ste 101",Pass
Canyon Gate Country Club,2001 Canyon Gate Dr,Pass
Biscuits Cafe,"8465 West Sahara, Ste 100",Pass
Kuma Snow Cream,"3735 Spring Mountain Rd, Ste 206",Pass
Panda Express,2654 W Horizon Ridge Pkwy,Pass
Petrossian Bar,3600 S Las Vegas Blvd,Pass
Stephano's Greek & Mediterranean Grill,10612 S Eastern Ave,Pass
Domino's Pizza,4515 E Bonanza Rd,Pass
Aces & Ales,3740 S Nellis Blvd,Pass
Subway,1196 E Tropicana Ave,Pass
Jack In the Box,580 N Eastern Ave,Pass
Juice Bar At LVAC,9615 W Flamingo Rd,Pass
U Swirl,"Green Valley Ranch Resort & Casino, 2300 Paseo Verde Pkwy",Pass
Starbucks,"7170 N. Durango Drive, #110",Pass
Burger Brasserie,3655 Las Vegas Blvd S,Pass
Pizza Hut,931 S Rainbow Blvd,Pass
Pt's Pub,739 S Rainbow Blvd,Pass
Four Seasons Hotel Las Vegas,3960 S Las Vegas Blvd,Pass
Five Guys,2520 E Craig Rd,Pass
Denny's,7071 W Craig Rd,Pass
Napoleon's Piano Bar,3655 Las Vegas Blvd S,Pass
Green Valley Grocery,8390 N Decatur Blvd,Pass
Circle K,1140 E Charleston Blvd,Pass
Starbucks,4780 S. Maryland Parkway,Pass
Crazy Pita Rotisserie & Grill,2225 Village Walk Dr,Pass
Whiskey Licker Bar,128 Fremont St,Pass
Me Gusta Tacos,"2235 Village Walk Dr, Ste 153",Pass
Subway,"75 E Horizon Ridge Pkwy, Ste 150",Pass
Creamberry,"7965 S Rainbow Blvd, Ste 140",Pass
Lotus of Siam,620 E Flamingo Rd,Pass
Skinny Dugans Casino & Lounge,4127 W Charleston Blvd,Pass
Jack in the Box,6400 W Charleston Blvd,Pass
The Bar @ Flamingo & Grand Canyon,4340 S Grand Canyon Dr,Pass
Pandora's Lounge,608 N Rainbow Blvd,Pass
Little Caesar,118 E Lake Mead Dr,Pass
Tops N Bottoms Frozen Yogurt - Southwest,"6070 S Rainbow Blvd, Ste 6",Pass
Purple Penguin Snowcone Shack,401 E Horizon Ridge Pkwy,Pass
J Karaoke Bar,3899 Spring Mountain Rd,Pass
Luckys Lounge and Restaurant,7345 S Jones Blvd,Pass
Chuy's Tacos,1510 E Sahara Ave,Pass
Tuscany Grill,11105 S Eastern Ave,Pass
Taco Bell,4870 W Flamingo,Pass
Metro Diner,9595 W Tropicana Ave,Pass
LYFE Kitchen,"140 S Green Valley Pkwy, Ste 142",Pass
Teriyaki Madness,"2548 Wigwam Pkwy, Ste 150",Pass
Office Bar I,4608 Paradise Rd,Pass
Frijoles & Frescas,"7280 W Azure Dr, Ste 150",Pass
Starbucks,4001 S Maryland Pkwy,Pass
Jamba Juice,6925 S Rainbow Blvd,Pass
Stratosphere,2000 S Las Vegas Blvd,Pass
Burger King,5240 S Fort Apache Rd,Pass
White Castle,3411 S Las Vegas Blvd,Pass
Cinnamon's,"7591 West Washington Ave, Ste 110",Pass
Albertsons,7151 W Craig Rd,Pass
Branded Meats,"1550 Horizon Ridge Pkwy, Ste M",Pass
The Coffee Bean & Tea Leaf,"7291 W Lake Mead Blvd, Ste 110",Pass
Papa John's Pizza,2591 Anthem Village Dr,Pass
McDonald's,310 N Boulder Hwy,Pass
TGI Fridays,7300 Aliante Pkwy,Pass
Dairy Queen,"6525 S Fort Apache Rd, Unit 100",Pass
Dunkin' Donuts,"6795 Tropicana Ave, Ste 100",Pass
The Halal Guys,"3755 Spring Mountain Rd, Ste 101",Pass
L & L Hawaiian Barbecue,2755 S Nellis Blvd,Pass
Scoundrels Pub II,"4850 Camino Al Norte, Ste D",Pass
Terrible Herbst,10890 W Charleston Blvd,Pass
Universal Bakery,1730 S Mojave Rd,Pass
Wendy's,6198 W Flamingo Rd,Pass
Zest - Bistro & Bar,"10670 Southern Highlands Pkwy, Ste 102",Pass
Kabob Korner,507 E Fremont St,Pass
Popeyes Louisiana Kitchen,3785 S Las Vegas Blvd,Pass
Roberto's Taco Shop,4845 S Fort Apache,Pass
Mariana's Supermarket,3631 W Sahara Ave,Pass
Vivido Gelato,"1000 S Rampart Blvd, Ste 15",Pass
Roberto's Taco Shop,2151 N Rancho Dr,Pass
McDonald's,7530 W Washington,Pass
Tropical Smoothie Cafe,"6350 West Charleston Boulevard, Suite 130",Pass
Jack In The Box,6445 N Aliante Pkwy,Pass
McDonald's,3229 E Tropicana Ave,Pass
Wienerschnitzel,3201 North Rancho Dr,Pass
AmeriBrunch Cafe,"316 E Bridger Ave, Ste 102",Pass
Rustica Pizzeria,"9730 W Tropicana Ave, Ste 140",Pass
Sonic Drive-In,6464 N Decatur Blvd,Pass
Walmart Supercenter,3075 E Tropicana Ave,Pass
Centro America Restaurant,6135 W Sahara Ave,Pass
Red Mango,"9480 S Eastern Ave, Ste 100",Pass
Joe Philly's Pizza,"6400 S Eastern Ave, Ste 25",Pass
Taco Bell,1284 W Warm Springs Rd,Pass
Joe's Crab Shack,4250 E Sunset Rd,Pass
"Sweet Addiction, Cookies & Ice Cream",2291 N Green Valley Pkwy,Pass
Auntie Anne's,3663 Las Vegas Blvd,Pass
Applebee's Grill + Bar,3501 S Rainbow,Pass
Carlos'n Charlie's,3555 S Las Vegas Blvd,Pass
Long John Silver's,4855 South Fort Apache Rd,Pass
Yanni's Greek Grill,"9620 S Las Vegas Blvd, Ste E-7",Pass
Pieology Pizzeria,"2520 E Craig Rd, Ste 120",Pass
Jack In the Box,10505 S Eastern Ave,Pass
Burger King,6780 N Durango Dr,Pass
Jimmy John's,9435 W Tropicana Ave,Pass
Taco Bell,8520 W Warm Springs Rd,Pass
Church's Chicken,4851 W Charleston Blvd,Pass
Blue Diamond Saloon,6935 Blue Diamond Rd,Pass
Big Horn Olive Oil Company - Las Vegas,"2110 N Rampart Blvd, Ste 140",Pass
Tail and Fin,"1910 Village Center Cir, Ste 9",Pass
Egg Works,10839 S Eastern Ave,Pass
Bailiwick,4500 W Tropicana Ave,Pass
Dairy Queen,"7785 N Durango Dr, Ste 100",Pass
Terrible Herbst,8490 Westcliff Dr,Pass
Carl's Jr.,2205 E Richmar Ave,Pass
Lobby Bar,"Excalibur Hotel & Casino, 3850 Las Vegas Blvd South",Pass
In-N-Out Burger,5690 Centennial Ctr Blvd,Pass
Carpe Diem,"8180 Blue Diamond Rd, Ste 120",Pass
The Tailgater Tavern,3990 W Russell Rd,Pass
Cafe Rio,9595 S Eastern Ave,Pass
Market Grille Cafe,7070 N Durango Dr,Pass
Hiroba Sushi,"10720 S Eastern Ave, Ste 100",Pass
Cinnaholic,"4165 S Grand Canyon Dr, Ste 103",Pass
The Garage,"1487 E Flamingo Rd, Ste C",Pass
Taco Naco,439 Rock Quarry Way,Pass
32 Degrees,3799 Las Vegas Blvd S,Pass
Fatburger,4199 S Fort Apache,Pass
In-N-Out Burger,2765 E Craig Rd,Pass
Woods Family Sandwiches,"3318 E Flamingo Rd, Ste B",Pass
Dunkin' Donuts,"5485 Simmons St, Ste 3",Pass
Naked City Pizza Shop,3240 S Arville St,Pass
Jamba  Juice,"10251 S Eastern Ave, Ste 120",Pass
Texaco Short Line Express Market,6390 N Durango Dr,Pass
Sean Patricks Pub,8255 W Flamingo Rd,Pass
Thunderbird Lounge,1215 Las Vegas Blvd S,Pass
Cold Stone Creamery,"7435 S Durango Dr, Ste 103",Pass
McDonald's,7200 Arroyo Crossing Pkwy,Pass
Little Caesars Pizza,"7375 S. Durango Dr Ste. 104, Ste 105, Rhodes Ranch Town Ctr",Pass
Dukem Ethiopian Restaurant,"870 Sierra Vista Dr, Ste 1-2",Pass
Fresh & Easy,4760 W. Cactus Ave,Pass
Inn Zone,"4850 W Flamingo Rd, Ste 6",Pass
Applebee's Grill + Bar,10305 S Eastern Ave,Pass
Shish Kabob House,"6620 W Flamingo Rd, Ste 7",Pass
The Filament,200 Fremont St,Pass
MGM Grand Hotel,3799 Las Vegas Blvd S,Pass
Port of Subs,2285 N Green Valley Pkwy,Pass
Papa John's Pizza,"9285 Cimarron Rd, Ste 105",Pass
Wildfire Sunset,1195 W Sunset Rd,Pass
Bavarian Castle,10890 S Eastern Ave,Pass
Foothills Tavern,"2343 W Gowan Rd, Ste B",Pass
Northside Nathan's,9320 W Flamingo Rd,Pass
Egg Works,9355 W Flamingo Rd,Pass
Subway,2255 N Rampart Blvd,Pass
Surf City Bar and Grill,1435 W Craig Rd,Pass
Taco Bell,4310 E Craig Road,Pass
Jimmy John's,"1321 W Sunset Rd, Ste 110",Pass
Mulligans Bar & Grill,2312 E Craig Rd,Pass
Starbucks,"9701 W. Flamingo Road, #1",Pass
Jack in the Box,4345 E Charleston Blvd,Pass
Subway,6621 W Cheyenne Ave,Pass
Hard Rock Cafe,3771 Las Vegas Boulevard South,Pass
Cinnabon,3480 S Maryland Pkwy,Pass
Geebee's Bar & Grill,8560 Las Vegas Blvd S,Pass
Yogurtland,7290 W Lake Mead Blvd,Pass
Denny's,310 N Nellis Blvd,Pass
Live Fire Q,"4300 E Sunset Rd, Ste A6",Pass
Chef Lucky Thai,8609 W Sahara Ave,Pass
IHOP,2210 Las Vegas Blvd S,Pass
Tropical Smoothie Cafe,"10670 Southern Highlands Parkway, #100",Pass
White Cross Market,1700 Las Vegas Blvd,Pass
Fresh Donuts,"2100 E Lake Mead Blvd, Ste B",Pass
Grouchy John's Coffee,"8520 S Maryland Pkwy, Ste 100",Pass
Greens and Proteins,"353 E Bonneville Ave, Ste 191",Pass
Beach Bums Hawaiian Ice,401 E Horizon Ridge Pkwy,Pass
Starbucks,3333 Blue Diamond Road,Pass
MBC Catering,8609 W Sahara Ave,Pass
Marie Callender's Restaurant & Bakery,8175 W Sahara Ave,Pass
Short Line Express Market,3965 N Martin L King Blvd,Pass
Mini Mart & Smoke Shop,"4705 S Durango Dr, Ste 100",Pass
Scoops,"6885 Aliante Pkwy, Ste 107",Pass
Halo Restaurant & Bar,2605 S Decatur Blvd,Pass
Wendy's,4450 E Sunset Rd,Pass
Kabob Grill,9550 S Eastern Ave,Pass
Rocky Mountain Chocolate Factory,20 Via Bel Canto,Pass
Chipotle Mexican Grill,7175 W Lake Mead,Pass
BG Bistro,"6160 W Tropicana Ave, STE-8",Pass
See's Candies,10300 W Charleston Blvd,Pass
Bistro Pizza,"55 S Gibson Rd, Ste 112",Pass
Buzz BBQ,"9640 W Tropicana Ave, Ste 101",Pass
Jimmy John's,"9985 S Eastern Ave, Ste 100",Pass
Yama Sushi,3909 Spring Mt Rd,Pass
Restaurant Guy Savoy,3570 Las Vegas Blvd S,Pass
Domino's Pizza,3011 W Lake Mead Blvd,Pass
Subway,"3030 W Ann Rd, Ste 5",Pass
Kerry's Sports Pub Pizza & Grill,3520 N Rancho Dr,Pass
Cadillac To Go,126 S 1st St,Pass
Marketon,840 N Decatur Blvd,Pass
Domino's Pizza,"9435 W Tropicana Ave, Ste 104",Pass
Little Caesars Pizza,4258 E. Charleston Blvd.,Pass
Bourbon Street Sports Bar,281 W Centennial Pkwy,Pass
Diamond Events & Catering,"3185 S Highland Dr, Ste 1",Pass
BARDOT Brasserie,3730 Las Vegas Blvd S,Pass
Vino Del Lago,"25 Via Brianza, Ste 100",Pass
The Cracked Egg,7660 W Cheyenne Ave,Pass
The Cheesecake Factory,"750 S Rampart Blvd, Bldg 17",Pass
Subway,"4503 Paradise Rd, Ste 120",Pass
Super Swirl Frozen Yogurt & Boba Teas,"1263 E Silverado Ranch Blvd, Ste 109",Pass
Subway,2620 N Green Valley Pkwy,Pass
Wingin' It,2400 N Rancho Dr,Pass
Red Lobster,200 S Decatur Blvd,Pass
Tropical Smoothie Cafe,"445 West Craig Road, #103",Pass
Dairy Queen,"1910 Village Ctr Cir, Ste 9",Pass
Black Bear Diner,2751 N Green Valley Pkwy,Pass
eatwell,3595 S Las Vegas Blvd,Pass
Treasure Island,3300 S Las Vegas Blvd,Pass
Badlands Saloon,"953 E Sahara Ave, Ste 22B",Pass
Juice 'N' Go,1735 S Rainbow Blvd,Pass
ARIA Café,3730 Las Vegas Blvd S,Pass
Rubio's,11101 W Charleston Blvd,Pass
Slices Pizzeria,2101 Texas Star Ln,Pass
Starbucks,8410 Farm Road,Pass
The Capital Grille,3200 Las Vegas Blvd S,Pass
Afandi Restaurant and Market,"5181 West Charleston, Ste 120",Pass
Romano's Macaroni Grill,2001 N Rainbow Blvd,Pass
Sno-Ball Mania,1039 Whitney Ranch Dr,Pass
Buffalo Wild Wings,617 Mall Ring Cir,Pass
Balboa Pizza Company,2265 Village Walk Dr,Pass
Amy's Donut Factory & Gourmet Creamery,"2505 Anthem Village Dr, Ste B",Pass
Five Guys,4065 S Maryland Pkwy,Pass
Noble Roman's Take-n-Bake Pizza,4140 E Sunset Rd,Pass
